Index,0.00–0.02,0.02–0.04,0.04–0.06,0.06–0.10,0.10–0.20,0.20–0.40,0.40–0.50
2371,9830534.0,35383823.0,56280359.0,37882317.0,14483937.0,8864203.0,23080369.0
2372,9834541.0,35389587.0,56280512.0,37891470.0,14486173.0,8872684.0,23091500.0
2373,9836856.0,35399559.0,56288825.0,37944964.0,14495884.0,8877989.0,23097880.0
2374,9838244.0,35407394.0,56291875.0,37987128.0,14498717.0,8878281.0,23108635.0
2375,9843572.0,35408484.0,56313898.0,38021012.0,14499684.0,8884009.0,23109653.0
2376,9846441.0,35421952.0,56330328.0,38102873.0,14508363.0,8888915.0,23109875.0
2377,9846991.0,35450233.0,56369385.0,38108512.0,14509449.0,8890927.0,23119766.0
2378,9855157.0,35459439.0,56379217.0,38119249.0,14513159.0,8891346.0,23131695.0
2379,9876142.0,35462742.0,56424080.0,38147297.0,14513492.0,8891686.0,23133689.0
2380,9876190.0,35468190.0,56426613.0,38155901.0,14516429.0,8892600.0,23144070.0
2381,9876688.0,35485721.0,56445318.0,38164234.0,14517220.0,8896149.0,23144098.0
2382,9879550.0,35543732.0,56445676.0,38181073.0,14520959.0,8897482.0,23147178.0
2383,9879780.0,35591406.0,56448871.0,38184253.0,14522894.0,8899426.0,23148377.0
2384,9886423.0,35660047.0,56449621.0,38195894.0,14528915.0,8909314.0,23149497.0
2385,9889443.0,35665559.0,56464013.0,38198336.0,14536862.0,8912457.0,23158402.0
2386,9892842.0,35706751.0,56467167.0,38236027.0,14548082.0,8913264.0,23161807.0
2387,9894279.0,35752070.0,56469503.0,38245205.0,14553745.0,8916958.0,23184487.0
2388,9898475.0,35759965.0,56470471.0,38259332.0,14573967.0,8920758.0,23191499.0
2389,9899301.0,35768339.0,56478285.0,38267563.0,14580082.0,8920759.0,23192070.0
2390,9906560.0,35770553.0,56547793.0,38292415.0,14581209.0,8922819.0,23193622.0
2391,9913504.0,35793260.0,56562598.0,38321912.0,14583899.0,8933792.0,23229418.0
2392,9918935.0,35808813.0,56578540.0,38341797.0,14589617.0,8941532.0,23230122.0
2393,9933702.0,35826909.0,56648583.0,38419493.0,14599189.0,8942998.0,23231946.0
2394,9934318.0,35853096.0,56648906.0,38435425.0,14603017.0,8946471.0,23237371.0
2395,9935127.0,35857662.0,56649411.0,38436783.0,14610967.0,8947242.0,23248214.0
2396,9936580.0,35889215.0,56651006.0,38455276.0,14619121.0,8949872.0,23256870.0
2397,9947012.0,35892150.0,56653863.0,38463179.0,14620991.0,8960884.0,23267804.0
2398,9947514.0,35922809.0,56660862.0,38469891.0,14630071.0,8963108.0,23268942.0
2399,9948439.0,35951603.0,56663579.0,38488775.0,14630445.0,8978063.0,23271822.0
2400,9950356.0,35956130.0,56669443.0,38492814.0,14652973.0,8981641.0,23285903.0
2401,9950480.0,35958104.0,56711341.0,38496853.0,14654090.0,8987246.0,23298296.0
2402,9956680.0,35958820.0,56733027.0,38500775.0,14654266.0,8992740.0,23312166.0
2403,9957896.0,35962140.0,56735759.0,38510308.0,14662721.0,8994281.0,23313192.0
2404,9970635.0,35962595.0,56750340.0,38510891.0,14668243.0,8994390.0,23318714.0
2405,9990768.0,36005431.0,56753677.0,38552271.0,14673838.0,8994551.0,23325047.0
2406,9993556.0,36015195.0,56756474.0,38560413.0,14675207.0,8997810.0,23347553.0
2407,10003469.0,36044184.0,56758997.0,38563731.0,14677788.0,9000854.0,23369317.0
2408,10006987.0,36058863.0,56774904.0,38582543.0,14685347.0,9002313.0,23375907.0
2409,10009550.0,36064011.0,56777405.0,38606039.0,14687769.0,9002466.0,23422621.0
2410,10015970.0,36089288.0,56778467.0,38619491.0,14689146.0,9011047.0,23428458.0
2411,10019169.0,36104956.0,56794350.0,38623950.0,14691569.0,9011322.0,23442042.0
2412,10026088.0,36123558.0,56794421.0,38628628.0,14713180.0,9012010.0,23456843.0
2413,10030508.0,36145228.0,56817994.0,38630431.0,14731595.0,9012754.0,23457003.0
2414,10032432.0,36149873.0,56820424.0,38644824.0,14758111.0,9014053.0,23475486.0
2415,10033125.0,36172787.0,56844304.0,38648634.0,14771194.0,9019450.0,23484325.0
2416,10036484.0,36176157.0,56852419.0,38648699.0,14776552.0,9021020.0,23488418.0
2417,10038448.0,36224693.0,56880652.0,38653603.0,14781684.0,9021275.0,23517691.0
2418,10046099.0,36245867.0,56893706.0,38656807.0,14782742.0,9033462.0,23525526.0
2419,10052320.0,36246287.0,56902759.0,38673204.0,14784595.0,9033714.0,23529910.0
2420,10057837.0,36257092.0,56906582.0,38674770.0,14794361.0,9034627.0,23532718.0
2421,10062531.0,36270042.0,56910366.0,38678243.0,14798517.0,9035010.0,23544764.0
2422,10065309.0,36274649.0,56920006.0,38683469.0,14835294.0,9043222.0,23546639.0
2423,10070770.0,36286431.0,56939628.0,38691634.0,14837965.0,9044145.0,23547744.0
2424,10076045.0,36309202.0,56961601.0,38708470.0,14842386.0,9044379.0,23547770.0
2425,10076741.0,36311744.0,56984348.0,38757029.0,14849853.0,9044617.0,23548401.0
2426,10082798.0,36312386.0,57034301.0,38758007.0,14853050.0,9055820.0,23549166.0
2427,10084890.0,36314753.0,57043305.0,38781071.0,14862235.0,9057718.0,23549216.0
2428,10106564.0,36316584.0,57093875.0,38785465.0,14867581.0,9060337.0,23551133.0
2429,10108634.0,36326562.0,57109200.0,38790409.0,14868844.0,9076157.0,23564264.0
2430,10109775.0,36363759.0,57123497.0,38812702.0,14870398.0,9111633.0,23565778.0
2431,10111425.0,36372736.0,57144112.0,38833253.0,14872313.0,9123558.0,23567918.0
2432,10116480.0,36375071.0,57181170.0,38841014.0,14877654.0,9127494.0,23568344.0
2433,10153544.0,36391796.0,57182910.0,38855028.0,14890211.0,9134614.0,23568490.0
2434,10166398.0,36401837.0,57193906.0,38855033.0,14906554.0,9156203.0,23582418.0
2435,10166740.0,36433774.0,57209688.0,38856522.0,14911003.0,9181662.0,23584116.0
2436,10167121.0,36470001.0,57210712.0,38872599.0,14911683.0,9184660.0,23586360.0
2437,10172263.0,36479357.0,57226713.0,38877460.0,14921606.0,9189987.0,23592966.0
2438,10175803.0,36484628.0,57240061.0,38879237.0,14926587.0,9212186.0,23613750.0
2439,10182686.0,36494494.0,57245193.0,38886461.0,14927368.0,9243782.0,23625746.0
2440,10196515.0,36497649.0,57253296.0,38893312.0,14928658.0,9263806.0,23634144.0
2441,10204235.0,36508593.0,57282190.0,38896603.0,14939688.0,9267590.0,23638021.0
2442,10213578.0,36509077.0,57320545.0,38942679.0,14949763.0,9270764.0,23645518.0
2443,10218114.0,36538540.0,57328521.0,38961391.0,14950049.0,9275701.0,23682810.0
2444,10223288.0,36585102.0,57329991.0,38964572.0,14964602.0,9281420.0,23704265.0
2445,10224389.0,36598717.0,57330330.0,38965667.0,14992542.0,9281936.0,23709545.0
2446,10235518.0,36620039.0,57348412.0,39000334.0,14994348.0,9292176.0,23716237.0
2447,10236477.0,36624780.0,57363662.0,39025789.0,14995343.0,9298258.0,23722319.0
2448,10242975.0,36634717.0,57394025.0,39044196.0,15011124.0,9307116.0,23727697.0
2449,10249295.0,36671868.0,57417587.0,39050056.0,15013102.0,9308828.0,23746203.0
2450,10250606.0,36674740.0,57445725.0,39050875.0,15017240.0,9309713.0,23746527.0
2451,10250639.0,36675180.0,57461551.0,39051212.0,15020018.0,9317039.0,23748134.0
2452,10256131.0,36690074.0,57479925.0,39052126.0,15026818.0,9352254.0,23748411.0
2453,10262062.0,36691929.0,57484241.0,39052646.0,15028962.0,9357437.0,23749714.0
2454,10262138.0,36693482.0,57487205.0,39055032.0,15039515.0,9364577.0,23753552.0
2455,10264427.0,36723960.0,57594684.0,39060912.0,15041578.0,9364799.0,23756613.0
2456,10265655.0,36726165.0,57597970.0,39067927.0,15043203.0,9371825.0,23772654.0
2457,10271367.0,36743072.0,57653763.0,39078579.0,15043623.0,9374520.0,23776796.0
2458,10275151.0,36756360.0,57661598.0,39082967.0,15051717.0,9379949.0,23811412.0
2459,10275300.0,36759521.0,57671025.0,39104237.0,15056675.0,9413213.0,23814086.0
2460,10279560.0,36773372.0,57712912.0,39106253.0,15060174.0,9416040.0,23822846.0
2461,10279830.0,36795296.0,57718690.0,39118662.0,15063214.0,9417972.0,23823415.0
2462,10284142.0,36802329.0,57724054.0,39128901.0,15065709.0,9420614.0,23844813.0
2463,10284504.0,36806576.0,57730248.0,39133042.0,15066460.0,9434711.0,23854714.0
2464,10287116.0,36807030.0,57733743.0,39142122.0,15085205.0,9440840.0,23857982.0
2465,10301687.0,36830568.0,57757116.0,39156590.0,15101464.0,9452584.0,23860178.0
2466,10303435.0,36858553.0,57820502.0,39163491.0,15102526.0,9470063.0,23862844.0
2467,10308907.0,36868157.0,57831654.0,39234837.0,15109608.0,9473621.0,23863795.0
2468,10323708.0,36869396.0,57843748.0,39257818.0,15110701.0,9483798.0,23923337.0
2469,10328645.0,36878792.0,57850935.0,39260113.0,15112393.0,9485967.0,23952699.0
2470,10331870.0,36880627.0,57853958.0,39270167.0,15120088.0,9489944.0,23989930.0
2471,10342179.0,36883843.0,57860335.0,39270398.0,15121563.0,9491492.0,24084342.0
2472,10343330.0,36889764.0,57868338.0,39271527.0,15134803.0,9492062.0,24098598.0
2473,10343523.0,36898424.0,57873938.0,39293832.0,15139345.0,9495287.0,24102322.0
2474,10352856.0,36900786.0,57876044.0,39300167.0,15144314.0,9496716.0,24110966.0
2475,10356178.0,36911821.0,57890199.0,39300264.0,15148854.0,9499399.0,24115883.0
2476,10356962.0,36913716.0,57912176.0,39303010.0,15152022.0,9500064.0,24118582.0
2477,10361433.0,36915130.0,57926740.0,39303900.0,15161670.0,9504468.0,24123181.0
2478,10366398.0,36925565.0,57945529.0,39305896.0,15165758.0,9507931.0,24125147.0
2479,10367058.0,36926771.0,57945730.0,39309209.0,15172527.0,9513175.0,24128524.0
2480,10382968.0,36938878.0,57952479.0,39314670.0,15177625.0,9530868.0,24137578.0
2481,10384083.0,36986035.0,57985363.0,39321737.0,15177715.0,9542145.0,24145833.0
2482,10386146.0,36987352.0,57998993.0,39326515.0,15180181.0,9547288.0,24164937.0
2483,10386539.0,36989335.0,58051144.0,39328181.0,15191769.0,9547918.0,24169245.0
2484,10394220.0,36993206.0,58089931.0,39344875.0,15193062.0,9555781.0,24182569.0
2485,10397676.0,36994534.0,58215198.0,39349373.0,15193932.0,9560712.0,24187784.0
2486,10398478.0,37001274.0,58234020.0,39384971.0,15221360.0,9571270.0,24206475.0
2487,10418092.0,37002589.0,58239865.0,39399736.0,15227636.0,9576643.0,24224380.0
2488,10418184.0,37012249.0,58277974.0,39413180.0,15229607.0,9580186.0,24228171.0
2489,10422179.0,37022020.0,58288419.0,39415143.0,15229815.0,9582124.0,24228309.0
2490,10429207.0,37046301.0,58312294.0,39418883.0,15241449.0,9583724.0,24233741.0
2491,10441258.0,37054210.0,58322973.0,39440037.0,15245592.0,9585873.0,24282230.0
2492,10460375.0,37060122.0,58323036.0,39446295.0,15248832.0,9589196.0,24298651.0
2493,10463371.0,37064061.0,58323217.0,39458009.0,15252715.0,9591628.0,24301566.0
2494,10463431.0,37082145.0,58323330.0,39462014.0,15254051.0,9592338.0,24306446.0
2495,10467841.0,37095031.0,58355791.0,39465773.0,15254161.0,9592559.0,24315092.0
2496,10480593.0,37101428.0,58357939.0,39469504.0,15254370.0,9592598.0,24401863.0
2497,10485458.0,37109802.0,58374386.0,39469919.0,15254794.0,9612418.0,24402168.0
2498,10486007.0,37144696.0,58385073.0,39476478.0,15258342.0,9615698.0,24410195.0
2499,10486529.0,37166652.0,58397927.0,39481048.0,15260755.0,9616075.0,24418579.0
2500,10488882.0,37168469.0,58409830.0,39490877.0,15269362.0,9619475.0,24431421.0
2501,10497408.0,37179499.0,58410581.0,39494435.0,15270441.0,9623454.0,24433071.0
2502,10500098.0,37184132.0,58469716.0,39497068.0,15274283.0,9625787.0,24445155.0
2503,10502436.0,37195334.0,58500453.0,39497468.0,15278342.0,9627479.0,24485525.0
2504,10503875.0,37236195.0,58516788.0,39497763.0,15283759.0,9627908.0,24522723.0
2505,10505593.0,37247491.0,58516865.0,39505908.0,15289701.0,9629219.0,24547144.0
2506,10507809.0,37251635.0,58529763.0,39523108.0,15290575.0,9629653.0,24564317.0
2507,10510786.0,37272194.0,58533097.0,39525068.0,15291552.0,9630908.0,24650949.0
2508,10516261.0,37276387.0,58538862.0,39525480.0,15294464.0,9641133.0,24663735.0
2509,10517221.0,37297682.0,58546195.0,39525956.0,15296031.0,9641288.0,24667400.0
2510,10542087.0,37309346.0,58558073.0,39549235.0,15299632.0,9646834.0,24685440.0
2511,10546392.0,37314726.0,58570824.0,39558301.0,15305258.0,9648401.0,24699045.0
2512,10560360.0,37315454.0,58573942.0,39562073.0,15309927.0,9655333.0,24707776.0
2513,10579373.0,37321052.0,58579280.0,39619982.0,15312723.0,9655718.0,24707912.0
2514,10583644.0,37322794.0,58581800.0,39627027.0,15323521.0,9655820.0,24712486.0
2515,10588821.0,37328794.0,58599893.0,39631671.0,15341045.0,9655984.0,24715544.0
2516,10592206.0,37330843.0,58685470.0,39632410.0,15344549.0,9657467.0,24717108.0
2517,10594619.0,37334786.0,58732407.0,39640060.0,15347619.0,9658330.0,24717674.0
2518,10596241.0,37346658.0,58743339.0,39641473.0,15351519.0,9663720.0,24748432.0
2519,10603579.0,37364702.0,58759581.0,39641948.0,15356533.0,9663864.0,24763867.0
2520,10604768.0,37374792.0,58766581.0,39660112.0,15359412.0,9664898.0,24777177.0
2521,10615559.0,37377545.0,58777958.0,39663329.0,15365627.0,9669584.0,24783876.0
2522,10618247.0,37394432.0,58778323.0,39667066.0,15367466.0,9670965.0,24794719.0
2523,10618653.0,37418656.0,58805701.0,39668956.0,15368224.0,9672074.0,24921923.0
2524,10621213.0,37427933.0,58828664.0,39675517.0,15368919.0,9676113.0,24938195.0
2525,10621922.0,37443066.0,58862675.0,39727695.0,15387731.0,9680412.0,24939590.0
2526,10625977.0,37455178.0,58879943.0,39734003.0,15389217.0,9681711.0,25020047.0
2527,10626446.0,37460760.0,58907532.0,39737391.0,15389244.0,9683180.0,25027078.0
2528,10644614.0,37463989.0,58916633.0,39741069.0,15393297.0,9685976.0,25041535.0
2529,10647950.0,37464139.0,58966927.0,39775494.0,15393915.0,9686679.0,25054377.0
2530,10653442.0,37469256.0,58972218.0,39792063.0,15398343.0,9687004.0,25067283.0
2531,10671462.0,37481165.0,58972961.0,39797646.0,15402976.0,9689348.0,25120598.0
2532,10674035.0,37485378.0,58983827.0,39806772.0,15403056.0,9689578.0,25159593.0
2533,10695574.0,37492299.0,58984089.0,39812687.0,15403932.0,9690107.0,25174298.0
2534,10698047.0,37494326.0,59024240.0,39813729.0,15411170.0,9692033.0,25178119.0
2535,10714600.0,37501340.0,59034832.0,39832628.0,15416755.0,9706363.0,25184466.0
2536,10729707.0,37518361.0,59045559.0,39905104.0,15422629.0,9710169.0,25207773.0
2537,10730588.0,37568682.0,59050476.0,39961825.0,15428111.0,9710347.0,25226192.0
2538,10743185.0,37576160.0,59125676.0,39968188.0,15430245.0,9713878.0,25248725.0
2539,10744143.0,37580385.0,59165909.0,39970893.0,15434757.0,9723375.0,25260931.0
2540,10745376.0,37621052.0,59175589.0,39983225.0,15436002.0,9723448.0,25264814.0
2541,10749221.0,37647605.0,59178455.0,39988252.0,15442536.0,9724100.0,25275843.0
2542,10752193.0,37663032.0,59178587.0,39998520.0,15448398.0,9725697.0,25276297.0
2543,10766821.0,37717840.0,59180833.0,40008482.0,15454181.0,9726640.0,25278600.0
2544,10781153.0,37718581.0,59199449.0,40117905.0,15468181.0,9730921.0,25281333.0
2545,10787426.0,37732963.0,59209847.0,40154849.0,15469808.0,9732540.0,25281398.0
2546,10792434.0,37746796.0,59229389.0,40212165.0,15478379.0,9739199.0,25354561.0
2547,10793613.0,37757433.0,59230581.0,40267070.0,15482941.0,9740441.0,25369095.0
2548,10807831.0,37763544.0,59309748.0,40275864.0,15483701.0,9742580.0,25369918.0
2549,10818013.0,37775431.0,59349777.0,40278595.0,15487365.0,9744973.0,25378172.0
2550,10822711.0,37805444.0,59351668.0,40285506.0,15492825.0,9745206.0,25401862.0
2551,10823906.0,37807093.0,59398778.0,40291264.0,15497662.0,9745450.0,25412135.0
2552,10824486.0,37842661.0,59402898.0,40323673.0,15504410.0,9746345.0,25416942.0
2553,10831311.0,37852404.0,59405235.0,40348273.0,15504815.0,9748128.0,25427081.0
2554,10835175.0,37855687.0,59406847.0,40358296.0,15508308.0,9748888.0,25431749.0
2555,10835397.0,37893328.0,59422534.0,40360633.0,15509110.0,9751806.0,25432601.0
2556,10835936.0,37918507.0,59432392.0,40361000.0,15510343.0,9754320.0,25433536.0
2557,10845344.0,37923447.0,59437954.0,40372820.0,15522635.0,9754561.0,25433821.0
2558,10851848.0,37937843.0,59453118.0,40381418.0,15526582.0,9755696.0,25440478.0
2559,10853064.0,37955237.0,59493746.0,40402182.0,15537971.0,9760258.0,25467359.0
2560,10854316.0,38022657.0,59540427.0,40426845.0,15538827.0,9760602.0,25470056.0
2561,10855686.0,38055390.0,59544545.0,40443136.0,15539122.0,9763329.0,25599776.0
2562,10867253.0,38055537.0,59547086.0,40447679.0,15542612.0,9764925.0,25606369.0
2563,10881942.0,38057079.0,59570792.0,40455554.0,15544940.0,9765020.0,25660906.0
2564,10894586.0,38075232.0,59579098.0,40468717.0,15545097.0,9767660.0,25969265.0
2565,10901459.0,38079249.0,59592609.0,40474196.0,15545506.0,9767834.0,26116187.0
2566,10915296.0,38091950.0,59622935.0,40481388.0,15549080.0,9768982.0,26151507.0
2567,10921558.0,38097553.0,59634467.0,40491751.0,15553902.0,9769400.0,26197931.0
2568,10933328.0,38102049.0,59638856.0,40507210.0,15555463.0,9775937.0,29507776.0
2569,10948640.0,38107563.0,59643555.0,40507783.0,15557909.0,9778729.0,29843182.0
2570,10952510.0,38121222.0,59644108.0,40508819.0,15559611.0,9782799.0,29847618.0
2571,10954671.0,38148025.0,59659004.0,40510840.0,15560116.0,9783074.0,29889768.0
2572,10954725.0,38152241.0,59668273.0,40520063.0,15561913.0,9783658.0,29916037.0
2573,10956908.0,38183827.0,59746372.0,40585708.0,15571167.0,9788237.0,29968863.0
2574,10958224.0,38193994.0,59759661.0,40592998.0,15573715.0,9789673.0,29970846.0
2575,10959503.0,38223135.0,59764446.0,40596712.0,15575007.0,9789939.0,29981907.0
2576,10959733.0,38232371.0,59767321.0,40603369.0,15575797.0,9791208.0,30003350.0
2577,10968733.0,38252169.0,59771081.0,40611166.0,15579575.0,9791900.0,30017946.0
2578,10972365.0,38258767.0,59881138.0,40647820.0,15580362.0,9792582.0,30018854.0
2579,10972839.0,38271727.0,59932835.0,40670062.0,15580747.0,9799063.0,30045393.0
2580,10982994.0,38274640.0,59975127.0,40696061.0,15581187.0,9807236.0,30053255.0
2581,10986278.0,38277600.0,59975360.0,40706171.0,15581808.0,9808156.0,30101817.0
2582,10992081.0,38280590.0,59976148.0,40714307.0,15585109.0,9808781.0,30104807.0
2583,10992446.0,38303537.0,59983619.0,40727000.0,15585409.0,9809891.0,30347832.0
2584,10994231.0,38304285.0,59993681.0,40768878.0,15592014.0,9812625.0,30440688.0
2585,11000041.0,38342557.0,59993733.0,40786441.0,15592862.0,9814669.0,30457739.0
2586,11002532.0,38364035.0,60008416.0,40804300.0,15593138.0,9814706.0,30502666.0
2587,11007610.0,38368248.0,60012172.0,40854593.0,15594367.0,9832705.0,30504530.0
2588,11014704.0,38420482.0,60028504.0,40859263.0,15595231.0,9836779.0,30505343.0
2589,11015371.0,38425608.0,60051358.0,40904248.0,15603153.0,9844013.0,30506673.0
2590,11016966.0,38442204.0,60091351.0,40912801.0,15607678.0,9869632.0,30508460.0
2591,11023553.0,38457992.0,60091440.0,40913295.0,15608581.0,9876297.0,30518568.0
2592,11043106.0,38474001.0,60095125.0,40926641.0,15613056.0,9878949.0,30527065.0
2593,11045987.0,38482445.0,60104759.0,40945815.0,15618014.0,9881109.0,30532709.0
2594,11047318.0,38518034.0,60104807.0,40947084.0,15619338.0,9885653.0,30565696.0
2595,11062130.0,38527627.0,60112024.0,40972949.0,15631758.0,9885790.0,30681543.0
2596,11063866.0,38534174.0,60112908.0,40981687.0,15636510.0,9889205.0,30691922.0
2597,11078335.0,38572970.0,60113905.0,40985566.0,15644537.0,9889990.0,30702144.0
2598,11078759.0,38581846.0,60120216.0,40988810.0,15648536.0,9892555.0,30715762.0
2599,11079696.0,38583888.0,60144460.0,40997314.0,15654842.0,9899439.0,30718333.0
2600,11089687.0,38609541.0,60145710.0,41010564.0,15656143.0,9905202.0,30719578.0
2601,11089971.0,38617706.0,60147860.0,41012590.0,15656192.0,9908694.0,30721350.0
2602,11091735.0,38621213.0,60148225.0,41020327.0,15657202.0,9911297.0,30728528.0
2603,11092184.0,38622269.0,60153892.0,41022015.0,15657595.0,9920824.0,30844536.0
2604,11092248.0,38623413.0,60187208.0,41048288.0,15657994.0,9922138.0,30920947.0
2605,11094811.0,38644120.0,60188432.0,41053636.0,15659486.0,9924461.0,30987550.0
2606,11098020.0,38653248.0,60254559.0,41057557.0,15663771.0,9925555.0,31013976.0
2607,11100245.0,38685366.0,60276185.0,41066123.0,15665190.0,9932373.0,31024274.0
2608,11124304.0,38765199.0,60281539.0,41079411.0,15665279.0,9933288.0,31025163.0
2609,11127086.0,38770567.0,60286942.0,41084259.0,15673507.0,9937603.0,31025535.0
2610,11138337.0,38771277.0,60290492.0,41094035.0,15691240.0,9952845.0,31046567.0
2611,11139174.0,38773308.0,60293563.0,41108120.0,15695993.0,9957646.0,31048382.0
2612,11139197.0,38836152.0,60306499.0,41109702.0,15700525.0,9967916.0,31058362.0
2613,11142647.0,38858848.0,60333519.0,41118095.0,15701101.0,9976721.0,31065490.0
2614,11146301.0,38875695.0,60340365.0,41119833.0,15702037.0,9981423.0,31072896.0
2615,11171752.0,38879912.0,60342469.0,41138904.0,15703504.0,9983300.0,31074372.0
2616,11179833.0,38892806.0,60342916.0,41141073.0,15716517.0,9985663.0,31085857.0
2617,11180347.0,38894319.0,60354923.0,41165408.0,15721259.0,9986406.0,31091206.0
2618,11189079.0,38903671.0,60362684.0,41198835.0,15724399.0,9987409.0,31091235.0
2619,11189449.0,38932736.0,60363215.0,41201665.0,15732579.0,9991250.0,31097877.0
2620,11195134.0,38946973.0,60366645.0,41213676.0,15734955.0,9996030.0,31108108.0
2621,11200802.0,38953827.0,60374399.0,41217088.0,15736353.0,9996305.0,31161755.0
2622,11202391.0,38961335.0,60398820.0,41218072.0,15737042.0,10004725.0,31168439.0
2623,11211794.0,38969262.0,60411456.0,41231468.0,15742230.0,10005587.0,31177986.0
2624,11212975.0,38991072.0,60493064.0,41238504.0,15747628.0,10023442.0,31181468.0
2625,11215008.0,38993497.0,60497186.0,41240905.0,15755103.0,10023689.0,31184599.0
2626,11220381.0,39021562.0,60576195.0,41255613.0,15762448.0,10038640.0,31205771.0
2627,11223295.0,39022077.0,60597059.0,41258210.0,15762489.0,10038994.0,31206354.0
2628,11225143.0,39040770.0,60624169.0,41266942.0,15769704.0,10044849.0,31214234.0
2629,11226191.0,39042199.0,60638304.0,41313082.0,15780127.0,10046537.0,31219807.0
2630,11227565.0,39059220.0,60649278.0,41316883.0,15787999.0,10046828.0,31228658.0
2631,11229151.0,39072989.0,60658671.0,41319361.0,15792451.0,10048606.0,31235782.0
2632,11259785.0,39105870.0,60674333.0,41348060.0,15793122.0,10050828.0,31241389.0
2633,11260723.0,39107279.0,60675486.0,41349004.0,15797149.0,10051695.0,31265911.0
2634,11262504.0,39110263.0,60704117.0,41355711.0,15798323.0,10052349.0,31349908.0
2635,11269131.0,39110691.0,60736449.0,41361424.0,15799755.0,10058248.0,31374991.0
2636,11269499.0,39117740.0,60736863.0,41366638.0,15802635.0,10061017.0,31375311.0
2637,11276105.0,39121607.0,60737908.0,41366697.0,15803437.0,10067264.0,31380072.0
2638,11277920.0,39123718.0,60743507.0,41371926.0,15807441.0,10068488.0,31383353.0
2639,11295671.0,39148903.0,60747497.0,41378571.0,15808444.0,10074240.0,31392777.0
2640,11296459.0,39151594.0,60747782.0,41391068.0,15810676.0,10074709.0,31402217.0
2641,11296566.0,39162908.0,60750945.0,41409064.0,15819495.0,10074716.0,31473658.0
2642,11303788.0,39178717.0,60763011.0,41418763.0,15826540.0,10075360.0,31474770.0
2643,11304394.0,39180261.0,60798945.0,41419460.0,15829320.0,10075479.0,31476664.0
2644,11315639.0,39230659.0,60831429.0,41425238.0,15832282.0,10076339.0,31479083.0
2645,11315941.0,39231497.0,60833292.0,41447192.0,15835276.0,10076399.0,31480961.0
2646,11322318.0,39234458.0,60869339.0,41447732.0,15838024.0,10076749.0,31486051.0
2647,11333654.0,39256710.0,60871735.0,41463035.0,15842367.0,10081023.0,31496900.0
2648,11335081.0,39257297.0,60956238.0,41476228.0,15843015.0,10081800.0,31505292.0
2649,11351423.0,39260973.0,60956286.0,41480108.0,15857880.0,10082063.0,31555565.0
2650,11358044.0,39262007.0,60957608.0,41483523.0,15867244.0,10082476.0,31566127.0
2651,11359229.0,39263751.0,60957672.0,41489939.0,15869075.0,10086110.0,31572438.0
2652,11364994.0,39276320.0,60968547.0,41508168.0,15872006.0,10086954.0,31586302.0
2653,11367983.0,39278627.0,60977259.0,41547238.0,15883156.0,10087754.0,31593016.0
2654,11374189.0,39295683.0,60978678.0,41552020.0,15898812.0,10090970.0,31610065.0
2655,11388216.0,39306140.0,60991573.0,41554681.0,15899400.0,10094774.0,31615615.0
2656,11390527.0,39344272.0,60995663.0,41600011.0,15900806.0,10102530.0,31618962.0
2657,11422587.0,39380879.0,61054638.0,41612014.0,15902299.0,10106429.0,31620535.0
2658,11422594.0,39387692.0,61057207.0,41613257.0,15902630.0,10111257.0,31622083.0
2659,11426695.0,39393614.0,61065489.0,41620617.0,15904394.0,10111346.0,31623170.0
2660,11427659.0,39394833.0,61065701.0,41658201.0,15912393.0,10113638.0,31626621.0
2661,11430555.0,39419953.0,61175614.0,41690805.0,15914464.0,10113725.0,31627291.0
2662,11434124.0,39443519.0,61209017.0,41715580.0,15929488.0,10113825.0,31628347.0
2663,11434483.0,39448408.0,61213085.0,41718201.0,15931449.0,10114045.0,31633997.0
2664,11436178.0,39478590.0,61267034.0,41724990.0,15941432.0,10122275.0,31640095.0
2665,11437801.0,39488645.0,61267466.0,41728248.0,15947095.0,10134479.0,31647864.0
2666,11439593.0,39495987.0,61272558.0,41734761.0,15948034.0,10146479.0,31652292.0
2667,11444074.0,39498603.0,61275064.0,41738239.0,15948439.0,10148468.0,31656632.0
2668,11468024.0,39517626.0,61276217.0,41746132.0,15953801.0,10150067.0,31664933.0
2669,11482129.0,39522783.0,61280887.0,41751866.0,15959530.0,10150634.0,31673846.0
2670,11482511.0,39542872.0,61281426.0,41755692.0,15959943.0,10152526.0,31676804.0
2671,11482832.0,39560110.0,61292625.0,41766325.0,15962833.0,10155105.0,31688260.0
2672,11497783.0,39582406.0,61294031.0,41789301.0,15972729.0,10159214.0,31688330.0
2673,11510483.0,39582762.0,61295254.0,41791260.0,15980838.0,10160056.0,31694060.0
2674,11517203.0,39585258.0,61298488.0,41817077.0,15981018.0,10161225.0,31788037.0
2675,11518062.0,39590847.0,61324658.0,41834758.0,15991902.0,10165933.0,31793004.0
2676,11522212.0,39613414.0,61325001.0,41842849.0,15996089.0,10166775.0,31793069.0
2677,11534192.0,39637118.0,61343602.0,41853763.0,15998826.0,10167541.0,31814348.0
2678,11535671.0,39658819.0,61349383.0,41854856.0,16001318.0,10190093.0,31823630.0
2679,11541853.0,39678481.0,61422360.0,41879728.0,16008638.0,10194246.0,31839036.0
